"Fterm","classlvl.x","cnt.x","1.x","2.x","3.x","4.x","g-p.x","master.x","Phd.x","spcl.x","new.x","cnt.y.x","1.y","2.y","3.y","4.y","g-p.y","master.y","Phd.y","spcl.y","new.y","cnt.y.y","FTDCU","Grad","Transfer"
1124,"Phd",3451,0,0,0,0,0,0.00405679513184584,0.927847000869313,0,87,3327,0,0,0,0,0.000300571085061617,0.00841599038172528,0.835888187556357,0,552,3465,8154,1812,1449
1124,"spcl",378,0.0132275132275132,0,0.00529100529100529,0.00264550264550265,0,0.00264550264550265,0.00264550264550265,0.510582010582011,110,303,0.148514851485149,0.0198019801980198,0.0099009900990099,0,0,0.0297029702970297,0.0066006600660066,0.37953795379538,247,363,8154,1812,1449
1134,"1",9941,0.720450658887436,0.23800422492707,0.000502967508298964,0.000301780504979378,0,0,0,0,495,7675,0.238697068403909,0.688469055374593,0.00130293159609121,0.000390879478827362,0,0,0,0,7890,9752,7842,1740,1513
1134,"2",8791,0.000341258104879991,0.653395518143556,0.311568649755432,0.000227505403253327,0,0,0,0,155,8268,0.000362844702467344,0.265602322206096,0.679366231253024,0.000604741170778907,0,0.000120948234155781,0,0,1266,8753,7842,1740,1513
1134,"3",9087,0.000220094640695499,0.000220094640695499,0.683063717398481,0.284142181137889,0,0,0,0,139,9090,0,0.00011001100110011,0.377667766776678,0.598239823982398,0.00011001100110011,0,0,0,665,9730,7842,1740,1513
1134,"4",9806,0,0,0,0.808484601264532,0,0.00509891902916582,0.000203956761166633,0,226,10743,9.30838685655776e-05,0,9.30838685655776e-05,0.415712557013869,0.00819138043377083,0.0565949920878712,0.00130317415991809,0,238,10160,7842,1740,1513
1134,"g-p",2535,0,0,0,0.000394477317554241,0.97396449704142,0.00118343195266272,0,0,13,2484,0,0,0,0.000402576489533011,0.867954911433172,0.00161030595813205,0.000402576489533011,0.000402576489533011,265,2530,7842,1740,1513
1134,"master",5355,0.000186741363211951,0,0,0.000186741363211951,0.000373482726423903,0.826517273576097,0.00597572362278245,0.000373482726423903,791,5290,0,0,0,0.00170132325141777,0.00359168241965974,0.603213610586011,0.0194706994328923,0,1477,5301,7842,1740,1513
1134,"Phd",3465,0,0,0,0,0,0.00519480519480519,0.931313131313131,0,83,3344,0,0,0,0,0.000299043062200957,0.0041866028708134,0.839712918660287,0,541,3468,7842,1740,1513
1134,"spcl",363,0.0330578512396694,0.00275482093663912,0,0,0,0.00550964187327824,0,0.443526170798898,106,269,0.0966542750929368,0.0223048327137546,0.0148698884758364,0,0,0.0223048327137546,0.00371747211895911,0.565055762081784,238,391,7842,1740,1513
1144,"1",9752,0.698933552091879,0.256972928630025,0.000307629204265792,0.000307629204265792,0,0,0,0,450,7272,0.222497249724973,0.707645764576458,0.00123762376237624,0.000275027502750275,0,0,0,0,8034,9696,7842,1720,1547
